Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Include?,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass identifier,Prey mass (mg),Prey mass source code,Prey mass identifier,Units of a,Data set,Number of bootstraps,Mean R2 of fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1,,size ratio,cv,numtrials,rangeeaten,prop fully eaten,,'Type2_Rsquare','Type2_AIC','Type2a_lowCI','Type2a_median','Type2a_upCI','Type2h_lowCI','Type2h_median','Type2h_upCI','Type3_Rsquare','Type3_AIC','Type3a_lowCI','Type3a_median','Type3a_upCI','Type3h_lowCI','Type3h_median','Type3h_upCI','Type3q_lowCI','Type3q_median','Type3q_upCI'
2466,Guzman and Srivastava 2019 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Diptera,,Forcipomyia,,,Raw data,1,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,1.40E-01,Original species mass,1,m^3 per pred per day,2471,200,0.98,156.92,2.54E-03,2.09E-03,2.98E-03,5.50E-04,1.75E-04,8.18E-04,,,47.29,1.04,24,576,0.63,,0.98,156.92,2.54E-03,2.09E-03,2.98E-03,5.50E-04,1.75E-04,8.18E-04,0.98,157.4,3.04E-04,2.15E-05,0.004022126,1.00E-03,5.38E-05,0.001396293,0.197058004,-0.058029004,0.434251428
2467,Guzman and Srivastava 2019 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Diptera,,Psychodid,,,Raw data,1,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,4.40E-01,Original species mass,1,m^3 per pred per day,2472,200,0.61,93.55,1.90E-03,9.77E-04,3.56E-03,1.18E-02,2.33E-10,1.52E-02,,,15.05,1.01,15,96,0.13,,0.61,93.55,1.90E-03,9.77E-04,3.56E-03,1.18E-02,2.33E-10,1.52E-02,0.66,94.1,1.42E-05,6.91E-06,1.01E-04,0.013721143,2.34E-14,0.017909255,0.49999997,0.30465572,0.5
2468,Guzman and Srivastava 2019 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Coleoptera,,Scirtes sp. 1,,,Raw data,1,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,6.60E-01,Original species mass,1,m^3 per pred per day,2473,200,0.33,89.63,3.16E-04,1.49E-04,2.65E-03,9.86E-09,1.05E-10,1.06E-01,,,10.03,1.64,15,84,0.13,,0.33,89.63,3.16E-04,1.49E-04,2.65E-03,9.86E-09,1.05E-10,1.06E-01,0.34,92.69,1.17E-04,7.32E-07,0.102775836,3.01E-14,2.34E-14,0.075503382,0.064004284,-0.5,0.499999991
2469,Guzman and Srivastava 2019 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Coleoptera,,Scirtes sp. 2,,,Raw data,1,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,8.60E-01,Original species mass,2,m^3 per pred per day,2474,200,0.05,74.16,1.60E-03,2.82E-04,1.96E-02,9.25E-02,1.25E-08,2.06E-01,,,7.7,1.11,18,24,0.06,,0.05,74.16,1.60E-03,2.82E-04,1.96E-02,9.25E-02,1.25E-08,2.06E-01,0.05,76.87,3.72E-05,2.32E-06,0.19475527,9.78E-02,2.34E-14,0.204786169,0.499998435,-0.499999926,0.499999999
2470,Guzman and Srivastava 2019 PRSLB,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Leptagrion andromache,,,Metazoan,Invertebrate,Insect,Diptera,,Trentepohlia sp.,,,Raw data,1,N,24,,,1,,2.00E+02,6.62E+00,Original species mass,1,5.80E-01,Original species mass,1,m^3 per pred per day,2475,200,0.44,104.22,1.20E-03,6.73E-04,2.25E-03,2.07E-02,8.22E-03,4.10E-02,,,11.41,0.78,23,36,0.13,,0.44,104.22,1.20E-03,6.73E-04,2.25E-03,2.07E-02,8.22E-03,4.10E-02,0.45,106.53,1.02E-03,6.56E-06,0.136944819,2.17E-02,2.66E-09,0.034700076,0.029969111,-0.5,0.499999991
2471,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,3.8,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2476,200,0.54,-6.97,7.36E-04,3.84E-04,1.54E-03,2.41E-01,8.21E-02,3.87E-01,field,,1.2,0.65,17,5,0.12,,0.54,-6.97,7.36E-04,3.84E-04,1.54E-03,2.41E-01,8.21E-02,3.87E-01,0.57,-4.83,1.27E-03,1.12E-05,0.042735795,1.91E-01,2.58E-09,0.437951478,-0.088891855,-0.5,0.5
2472,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,5,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2477,200,0.74,-16.43,2.67E-04,1.33E-04,5.76E-04,1.73E-01,1.44E-08,1.00E+00,field,,1.2,1.06,13,3,0,,0.74,-16.43,2.67E-04,1.33E-04,5.76E-04,1.73E-01,1.44E-08,1.00E+00,0.75,-13.22,5.62E-05,3.92E-06,0.011119153,9.92E-02,3.15E-13,1.314369622,0.134010419,-0.451109717,0.5
2473,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,11.4,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2478,200,0.03,0.38,1.12E-03,3.20E-04,1.34E-02,8.43E-01,4.49E-07,2.27E+00,field,,1.2,1.07,9,2,0.33,,0.03,0.38,1.12E-03,3.20E-04,1.34E-02,8.43E-01,4.49E-07,2.27E+00,0.05,4.9,3.64E-05,1.00E-05,0.001525822,9.05E-01,1.52E-07,2.240810301,5.00E-01,-1.15E-07,0.5
2474,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,13.3,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2479,200,0.78,0.52,4.39E-04,2.72E-04,7.47E-04,8.57E-02,1.53E-09,1.78E-01,field,,1.2,0.86,14,7,0,,0.78,0.52,4.39E-04,2.72E-04,7.47E-04,8.57E-02,1.53E-09,1.78E-01,0.8,2.31,9.18E-06,4.43E-06,0.00111094,1.60E-01,3.72E-09,0.237027452,0.49999998,-0.122033651,0.5
2475,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,17.9,,1,,9.60E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2480,200,0.79,10.07,5.86E-04,3.94E-04,1.07E-03,3.08E-02,1.28E-09,1.67E-01,field,,1.2,0.73,12,9,0.17,,0.79,10.07,5.86E-04,3.94E-04,1.07E-03,3.08E-02,1.28E-09,1.67E-01,0.79,13.56,1.02E-03,1.60E-05,0.017054296,1.76E-08,2.34E-14,0.211616502,-0.067253987,-0.392471187,0.499999983
2476,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,3.8,,1,,1.00E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2481,200,0.64,-0.47,2.46E-05,1.17E-05,7.27E-05,3.06E-08,1.38E-09,7.98E-01,laboratory,,1.2,1.39,11,5,0,,0.64,-0.47,2.46E-05,1.17E-05,7.27E-05,3.06E-08,1.38E-09,7.98E-01,0.66,1.45,3.80E-07,5.23E-08,0.003181917,1.88E-11,2.26E-14,0.978243971,0.469945315,-0.457287555,0.5
2477,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,5.9,,1,,1.00E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2482,200,0.56,29.97,4.06E-05,2.78E-05,7.18E-05,5.59E-07,1.20E-09,2.31E-01,laboratory,,1.2,1.2,30,11,0.13,,0.56,29.97,4.06E-05,2.78E-05,7.18E-05,5.59E-07,1.20E-09,2.31E-01,0.57,31.78,4.50E-06,1.27E-07,0.000976963,1.49E-07,2.34E-14,0.271322714,0.204027089,-0.312439565,0.499999985
2478,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,9.6,,1,,1.00E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2483,200,0.61,7.83,3.59E-05,2.41E-05,6.23E-05,3.22E-02,1.83E-09,3.32E-01,laboratory,,1.2,1.15,24,7,0.04,,0.61,7.83,3.59E-05,2.41E-05,6.23E-05,3.22E-02,1.83E-09,3.32E-01,0.61,9.66,6.79E-07,1.25E-07,0.000641917,1.04E-01,2.35E-14,0.400272357,0.360539177,-0.272018253,0.499999999
2479,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,17.9,,1,,1.00E+02,1.02E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2484,200,0.96,1.34,8.38E-05,7.54E-05,1.08E-04,1.92E-09,1.13E-10,1.89E-02,laboratory,,1.2,0.93,10,13,0.4,,0.96,1.34,8.38E-05,7.54E-05,1.08E-04,1.92E-09,1.13E-10,1.89E-02,0.97,2.89,9.51E-06,3.94E-07,0.000139603,2.50E-09,2.34E-14,0.04408702,0.191293364,-0.044946078,0.49999999
2480,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,3.8,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2485,200,0.84,43.57,5.14E-04,3.98E-04,1.07E-03,1.65E-09,2.12E-10,5.41E-02,field,,3.27,0.93,15,30,0.27,,0.84,43.57,5.14E-04,3.98E-04,1.07E-03,1.65E-09,2.12E-10,5.41E-02,0.87,45.07,1.89E-04,2.10E-06,0.005973512,2.34E-14,2.33E-14,0.064292245,0.095812605,-0.256571409,0.499999996
2481,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,5,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2486,200,0.91,25.98,5.62E-04,3.71E-04,9.46E-04,1.96E-02,9.04E-10,3.79E-02,field,,3.27,0.84,15,22,0.13,,0.91,25.98,5.62E-04,3.71E-04,9.46E-04,1.96E-02,9.04E-10,3.79E-02,0.92,28.55,3.32E-04,5.15E-06,0.012891249,1.71E-02,2.36E-14,0.052101383,0.050829139,-0.327845041,0.499999998
2482,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,11.4,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2487,200,0.94,33.24,5.85E-04,4.90E-04,8.16E-04,5.35E-03,2.20E-10,1.78E-02,field,,3.27,0.9,18,29,0.06,,0.94,33.24,5.85E-04,4.90E-04,8.16E-04,5.35E-03,2.20E-10,1.78E-02,0.94,35.16,9.64E-05,4.53E-06,0.001638356,1.50E-02,2.41E-14,0.032743247,0.184832961,-0.108095999,0.499999999
2483,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,13.3,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2488,200,0.88,34.13,5.83E-04,4.80E-04,8.68E-04,1.46E-09,9.75E-11,1.42E-02,field,,3.27,0.73,12,30,0.17,,0.88,34.13,5.83E-04,4.80E-04,8.68E-04,1.46E-09,9.75E-11,1.42E-02,0.89,36.66,2.20E-04,2.53E-06,0.003626887,4.41E-14,2.34E-14,0.022579689,0.101052078,-0.179180374,0.499999979
2484,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,17.9,,1,,9.60E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2489,200,0.95,20.72,9.27E-04,7.21E-04,1.27E-03,1.19E-02,6.85E-04,2.64E-02,field,,3.27,0.91,13,33,0.38,,0.95,20.72,9.27E-04,7.21E-04,1.27E-03,1.19E-02,6.85E-04,2.64E-02,0.97,20.12,3.83E-04,1.14E-05,0.002512534,1.60E-02,8.52E-11,0.03586984,0.102675065,-0.122085423,0.5
2485,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,3.8,,1,,1.00E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2490,200,0.86,45.3,5.11E-05,3.40E-05,8.00E-05,1.61E-02,1.14E-09,3.94E-02,laboratory,,3.27,1.15,24,21,0.17,,0.86,45.3,5.11E-05,3.40E-05,8.00E-05,1.61E-02,1.14E-09,3.94E-02,0.87,46.74,3.52E-07,1.09E-07,0.000212033,3.36E-02,1.12E-13,0.056206566,0.454531122,-0.137265384,0.499999997
2486,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,5.9,,1,,1.00E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2491,200,0.67,112.67,8.03E-05,5.10E-05,1.16E-04,3.12E-02,1.11E-09,6.99E-02,laboratory,,3.27,1.16,45,32,0.33,,0.67,112.67,8.03E-05,5.10E-05,1.16E-04,3.12E-02,1.11E-09,6.99E-02,0.67,114.24,9.87E-06,3.96E-07,0.000788562,3.56E-02,2.34E-14,0.092065297,0.174927857,-0.22160431,0.499999973
2487,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,9.6,,1,,1.00E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2492,200,0.87,34.74,5.18E-05,3.81E-05,9.03E-05,1.88E-03,1.52E-10,2.97E-02,laboratory,,3.27,1.18,16,25,0.31,,0.87,34.74,5.18E-05,3.81E-05,9.03E-05,1.88E-03,1.52E-10,2.97E-02,0.89,37.15,3.16E-06,1.14E-07,0.001059592,1.68E-08,2.34E-14,0.040346409,0.237718073,-0.267217361,0.499999995
2488,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Potamophylax cingulatus,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,17.9,,1,,1.00E+02,2.80E+01,Original species length,1,8.54E+00,Original species length,1,m^3 per pred per day,2493,200,0.98,9.53,7.67E-05,7.01E-05,9.99E-05,1.75E-09,9.13E-11,2.06E-02,laboratory,,3.27,1.17,19,26,0.47,,0.98,9.53,7.67E-05,7.01E-05,9.99E-05,1.75E-09,9.13E-11,2.06E-02,0.98,11.42,5.55E-05,2.30E-06,0.000274377,7.08E-12,2.35E-14,0.048866875,0.024908647,-0.104828598,0.325304819
2489,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,5.3,,1,,5.00E+01,1.28E-01,Original species length,2,8.54E+00,Original species length,1,m^3 per pred per day,2494,200,0.16,-35.53,5.66E-06,1.87E-06,1.84E-05,9.45E-01,2.44E-07,2.84E+00,laboratory,,0.01,1.56,28,2,0,,0.16,-35.53,5.66E-06,1.87E-06,1.84E-05,9.45E-01,2.44E-07,2.84E+00,0.17,-33.72,3.16E-07,5.98E-08,8.63E-05,1.24E+00,2.24E-13,2.886000752,0.499999931,-0.49278687,0.5
2490,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,9.6,,1,,5.00E+01,1.28E-01,Original species length,2,8.54E+00,Original species length,1,m^3 per pred per day,2495,200,0.38,-17.72,8.13E-06,4.13E-06,1.61E-05,1.84E-01,2.45E-08,6.38E-01,laboratory,,0.01,1.27,32,3,0,,0.38,-17.72,8.13E-06,4.13E-06,1.61E-05,1.84E-01,2.45E-08,6.38E-01,0.4,-16.15,3.23E-07,1.21E-07,4.89E-06,0.392321184,2.32E-09,0.779059498,0.499999981,0.103312266,0.5
2491,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,14.6,,1,,5.00E+01,1.28E-01,Original species length,2,8.54E+00,Original species length,1,m^3 per pred per day,2496,200,0.54,-21.29,8.53E-06,6.67E-06,2.32E-05,2.18E-07,4.25E-09,4.68E-01,laboratory,,0.01,0.86,28,4,0.11,,0.54,-21.29,8.53E-06,6.67E-06,2.32E-05,2.18E-07,4.25E-09,4.68E-01,0.55,-19.83,3.60E-05,1.63E-08,0.003273025,3.62E-12,2.29E-14,0.120943487,-0.125864207,-0.5,0.499999376
2492,Archer et al 2019 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Limnophora riparia,Larvae,,Metazoan,Invertebrate,Insect,Diptera,,Simuliidae,Larvae,,Raw data,1,N,24,17.8,,1,,5.00E+01,1.28E-01,Original species length,2,8.54E+00,Original species length,1,m^3 per pred per day,2497,200,0.24,-7.44,2.32E-05,7.76E-06,1.06E-04,4.30E-01,3.80E-02,9.30E-01,laboratory,,0.01,0.91,28,3,0.11,,0.24,-7.44,2.32E-05,7.76E-06,1.06E-04,4.30E-01,3.80E-02,9.30E-01,0.25,-5.4,3.98E-07,3.89E-08,0.007356979,4.64E-01,3.24E-08,0.8889603,0.452604446,-0.5,0.499999993
2493,Russell et al 2021 PLoS One,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Macrocyclops albidus,Gravid female,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes albopictus,Larvae,,Raw data,1,N,24,15,,1,,2.00E+01,5.71E-01,Original species length,2,7.13E-01,Original species length,2,m^3 per pred per day,2498,200,0.61,104.15,6.00E-05,2.38E-05,1.02E-04,3.31E-02,3.73E-03,4.84E-02,,,0.8,0.74,28,44,0.21,,0.61,104.15,6.00E-05,2.38E-05,1.02E-04,3.31E-02,3.73E-03,4.84E-02,0.61,105.91,2.83E-04,1.37E-07,0.019376913,2.41E-02,1.08E-10,0.054569965,-0.139956606,-0.499999999,0.499999969
2494,Russell et al 2021 PLoS One,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Macrocyclops albidus,Gravid female,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes albopictus,Larvae,,Raw data,1,N,24,20,,1,,2.00E+01,5.71E-01,Original species length,2,7.13E-01,Original species length,2,m^3 per pred per day,2499,200,0.85,99.71,9.76E-05,7.30E-05,1.28E-04,1.86E-02,1.37E-02,2.51E-02,,,0.8,0.67,28,48,0.32,,0.85,99.71,9.76E-05,7.30E-05,1.28E-04,1.86E-02,1.37E-02,2.51E-02,0.86,101.73,5.60E-06,2.46E-07,0.001364743,0.021264474,0.008232134,0.029599548,0.236428559,-0.241910105,0.499999962
2495,Russell et al 2021 PLoS One,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Macrocyclops albidus,Gravid female,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes albopictus,Larvae,,Raw data,1,N,24,25,,1,,2.00E+01,5.71E-01,Original species length,2,7.13E-01,Original species length,2,m^3 per pred per day,2500,200,0.74,116.54,5.30E-05,3.08E-05,9.25E-05,8.27E-03,6.11E-10,1.91E-02,,,0.8,0.8,25,60,0.32,,0.74,116.54,5.30E-05,3.08E-05,9.25E-05,8.27E-03,6.11E-10,1.91E-02,0.75,118.56,7.84E-04,8.51E-08,0.008238373,1.57E-08,2.35E-14,0.017290496,-0.216679053,-0.404064639,0.499732588
2496,Russell et al 2021 PLoS One,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Megacyclops viridis,Gravid female,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes albopictus,Larvae,,Raw data,1,N,24,15,,1,,2.00E+01,5.71E-01,Original species length,1,7.13E-01,Original species length,2,m^3 per pred per day,2501,200,0.7,125.67,1.06E-04,7.17E-05,1.42E-04,1.75E-02,9.92E-03,2.55E-02,,,0.8,0.77,27,68,0.41,,0.7,125.67,1.06E-04,7.17E-05,1.42E-04,1.75E-02,9.92E-03,2.55E-02,0.7,126.75,3.18E-07,1.77E-07,0.000318232,0.021190293,0.008841342,0.028605718,0.499995444,-0.117048913,0.499999986
2497,Russell et al 2021 PLoS One,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Megacyclops viridis,Gravid female,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes albopictus,Larvae,,Raw data,1,N,24,20,,1,,2.00E+01,5.71E-01,Original species length,1,7.13E-01,Original species length,2,m^3 per pred per day,2502,200,0.81,115.1,9.93E-05,7.04E-05,1.34E-04,1.56E-02,1.09E-02,1.96E-02,,,0.8,0.71,28,52,0.36,,0.81,115.1,9.93E-05,7.04E-05,1.34E-04,1.56E-02,1.09E-02,1.96E-02,0.83,115.84,2.84E-07,1.76E-07,0.001416854,0.019461576,0.005188797,0.023487851,0.499997639,-0.249341261,0.499999998
2498,Russell et al 2021 PLoS One,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Megacyclops viridis,Gravid female,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes albopictus,Larvae,,Raw data,1,N,24,25,,1,,2.00E+01,5.71E-01,Original species length,1,7.13E-01,Original species length,2,m^3 per pred per day,2503,200,0.61,110.95,1.19E-04,7.76E-05,1.80E-04,2.52E-02,1.54E-02,3.94E-02,,,0.8,0.77,25,56,0.36,,0.61,110.95,1.19E-04,7.76E-05,1.80E-04,2.52E-02,1.54E-02,3.94E-02,0.63,112.61,4.08E-07,2.70E-07,0.029643638,2.91E-02,1.44E-08,0.042982954,0.499999473,-0.497163899,0.49999999
2499,DeLong et al 2021,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Schizocosa mccooki,Female,,Metazoan,Invertebrate,Insect,Diptera,,Drosophila melanogaster,,,Raw data,1,N,,21,,1,4.91E+02,,1.16E+02,Original species mass,2,9.38E-01,Average species mass,6,m^2 per pred per day,2504,200,0.47,220.06,3.47E+00,1.69E+00,7.10E+00,7.64E-04,2.40E-04,1.13E-03,,,123.73,0.47,20,1248,0.05,,0.47,220.06,3.47E+00,1.69E+00,7.10E+00,7.64E-04,2.40E-04,1.13E-03,0.49,222.24,0.141385165,0.066245733,87.33538495,9.17E-04,1.19E-10,0.001249853,0.499999544,-0.499998842,0.499999974
2500,DeLong et al 2021,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Schizocosa mccooki,Male,,Metazoan,Invertebrate,Insect,Diptera,,Drosophila melanogaster,,,Raw data,1,N,,21,,1,4.91E+02,,1.05E+02,Original species mass,1,9.38E-01,Average species mass,6,m^2 per pred per day,2505,200,0.05,315.67,8.75E+00,3.55E+00,5.86E+01,1.65E-03,1.31E-03,2.24E-03,,,112,0.55,28,1056,0.07,,0.05,315.67,8.75E+00,3.55E+00,5.86E+01,1.65E-03,1.31E-03,2.24E-03,0.07,317.67,0.253716824,0.109083859,1.243936269,0.001714511,0.001393586,0.002198544,0.499999616,0.499994797,0.499999973
2501,Davidson et al 2021 FUN ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Pachydiplax longipennis,Nymph,,Metazoan,Invertebrate,Insect,Culicidae,,Aedes atropalpus,3rd instar,,Raw data,1,N,,20,,1,,8.00E+02,6.87E+01,Original species mass,1,7.13E-01,Original species length,2,m^3 per pred per day,2506,200,0.67,38.32,6.07E-04,3.16E-04,1.22E-03,2.22E-02,1.80E-09,5.01E-02,,,96.34,0.56,10,29,0,,0.67,38.32,6.07E-04,3.16E-04,1.22E-03,2.22E-02,1.80E-09,5.01E-02,0.69,42.05,1.41E-02,1.24E-05,0.084529579,1.52E-08,2.38E-14,0.053877051,-0.338140378,-0.499999988,0.499999884
